ep,rew
3285,0.0
3290,0.0
3295,0.0
3300,1.0
3305,1.0
3310,0.0
3315,2.0
3320,2.0
3325,0.0
3330,0.0
3335,0.0
3340,2.0
3345,0.0
3350,1.0
3355,2.0
3360,2.0
3365,0.0
3370,1.0
3375,0.0
3380,0.0
3385,0.0
3390,2.0
3395,0.0
3400,0.0
3405,2.0
3410,1.0
3415,2.0
3420,1.0
3425,0.0
3430,0.0
3435,1.0
3440,0.0
3445,0.0
3450,2.0
3455,1.0
3460,0.0
3465,1.0
3470,0.0
3475,0.0
3480,1.0
3485,0.0
3490,2.0
3495,1.0
3500,0.0
3505,0.0
3510,0.0
3515,0.0
3520,0.0
3525,0.0
3530,2.0
3535,0.0
3540,1.0
3545,2.0
3550,0.0
3555,1.0
3560,0.0
3565,1.0
3570,0.0
3575,0.0
3580,0.0
3585,0.0
3590,0.0
3595,0.0
3600,0.0
3605,0.0
3610,1.0
3615,1.0
3620,3.0
3625,1.0
3630,1.0
3635,1.0
3640,0.0
3645,0.0
3650,0.0
3655,1.0
3660,0.0
3665,0.0
3670,0.0
3675,1.0
3680,1.0
3685,1.0
3690,0.0
3695,0.0
3700,1.0
3705,2.0
3710,2.0
3715,0.0
3720,1.0
3725,0.0
3730,0.0
3735,1.0
3740,0.0
3745,0.0
3750,0.0
3755,2.0
3760,1.0
3765,2.0
3770,1.0
3775,0.0
3780,2.0
3785,0.0
3790,0.0
3795,0.0
3800,0.0
3805,1.0
3810,0.0
3815,1.0
3820,2.0
3825,0.0
3830,1.0
3835,1.0
3840,0.0
3845,0.0
3850,1.0
3855,0.0
3860,2.0
3865,0.0
3870,0.0
3875,0.0
3880,1.0
3885,1.0
3890,1.0
3895,1.0
3900,1.0
3905,0.0
3910,0.0
3915,0.0
3920,1.0
3925,0.0
3930,0.0
3935,0.0
3940,0.0
3945,1.0
3950,0.0
3955,1.0
3960,1.0
3965,0.0
3970,1.0
3975,1.0
3980,0.0
3985,0.0
3990,1.0
3995,1.0
4000,1.0
4005,1.0
4010,1.0
4015,2.0
4020,2.0
4025,1.0
4030,1.0
4035,1.0
4040,2.0
4045,1.0
4050,1.0
4055,1.0
4060,1.0
4065,4.0
4070,0.0
4075,0.0
4080,2.0
4085,1.0
4090,1.0
4095,2.0
4100,0.0
4105,1.0
4110,0.0
4115,1.0
4120,1.0
4125,1.0
4130,2.0
4135,1.0
4140,2.0
4145,1.0
4150,0.0
4155,0.0
4160,1.0
4165,1.0
4170,0.0
4175,1.0
4180,1.0
4185,0.0
4190,0.0
4195,0.0
4200,0.0
4205,2.0
4210,0.0
4215,0.0
4220,1.0
4225,2.0
4230,3.0
4235,1.0
4240,1.0
4245,2.0
4250,0.0
4255,1.0
4260,1.0
4265,2.0
4270,0.0
4275,1.0
4280,2.0
4285,1.0
4290,1.0
4295,1.0
4300,0.0
4305,2.0
4310,2.0
4315,1.0
4320,3.0
4325,1.0
4330,0.0
4335,0.0
4340,0.0
4345,1.0
4350,5.0
4355,1.0
4360,1.0
4365,2.0
4370,1.0
4375,0.0
4380,0.0
4385,0.0
4390,1.0
4395,1.0
4400,1.0
4405,2.0
4410,1.0
4415,0.0
4420,0.0
4425,2.0
4430,1.0
4435,1.0
4440,1.0
4445,1.0
4450,0.0
4455,2.0
4460,1.0
4465,0.0
4470,1.0
4475,2.0
4480,0.0
4485,0.0
4490,0.0
4495,1.0
4500,2.0
4505,2.0
4510,1.0
4515,0.0
4520,2.0
4525,1.0
4530,1.0
4535,0.0
4540,1.0
4545,1.0
4550,1.0
4555,0.0
4560,1.0
4565,1.0
4570,0.0
4575,3.0
4580,1.0
4585,1.0
4590,3.0
4595,0.0
4600,1.0
4605,1.0
4610,1.0
4615,3.0
4620,0.0
4625,2.0
4630,0.0
4635,1.0
4640,0.0
4645,0.0
4650,1.0
4655,1.0
4660,0.0
4665,1.0
4670,1.0
4675,0.0
4680,0.0
4685,0.0
4690,0.0
4695,2.0
4700,1.0
4705,1.0
4710,0.0
4715,1.0
4720,1.0
4725,1.0
4730,1.0
4735,1.0
4740,0.0
4745,0.0
4750,1.0
4755,2.0
4760,0.0
4765,1.0
4770,3.0
4775,0.0
4780,1.0
4785,0.0
4790,0.0
4795,2.0
4800,0.0
4805,3.0
4810,2.0
4815,0.0
4820,1.0
4825,0.0
4830,0.0
4835,0.0
4840,2.0
4845,1.0
4850,0.0
4855,0.0
4860,2.0
4865,1.0
4870,2.0
4875,2.0
4880,1.0
4885,2.0
4890,0.0
4895,2.0
4900,0.0
4905,0.0
4910,1.0
4915,2.0
4920,0.0
4925,1.0
4930,0.0
4935,1.0
4940,2.0
4945,3.0
4950,2.0
4955,1.0
4960,1.0
4965,1.0
4970,1.0
4975,0.0
4980,1.0
4985,1.0
4990,1.0
4995,1.0
5000,1.0
5005,1.0
5010,1.0
5015,0.0
5020,2.0
5025,1.0
5030,5.0
5035,1.0
5040,0.0
5045,0.0
5050,0.0
5055,3.0
5060,1.0
5065,0.0
5070,0.0
5075,1.0
5080,1.0
5085,1.0
5090,3.0
5095,1.0
5100,2.0
5105,1.0
5110,2.0
5115,0.0
5120,0.0
5125,2.0
5130,2.0
5135,1.0
5140,0.0
5145,2.0
5150,2.0
5155,1.0
5160,0.0
5165,2.0
5170,1.0
5175,0.0
5180,0.0
5185,0.0
5190,1.0
5195,1.0
5200,0.0
5205,1.0
5210,1.0
5215,3.0
5220,1.0
5225,1.0
5230,0.0
5235,0.0
5240,1.0
5245,1.0
5250,0.0
5255,1.0
5260,3.0
5265,0.0
5270,0.0
5275,1.0
5280,1.0
5285,1.0
5290,1.0
5295,0.0
5300,1.0
5305,0.0
5310,3.0
5315,0.0
5320,1.0
5325,1.0
5330,1.0
5335,1.0
5340,1.0
5345,2.0
5350,2.0
5355,0.0
5360,1.0
5365,0.0
5370,1.0
5375,1.0
5380,2.0
5385,0.0
5390,1.0
5395,1.0
5400,3.0
5405,2.0
5410,1.0
5415,3.0
5420,1.0
5425,1.0
5430,2.0
5435,0.0
5440,1.0
5445,2.0
5450,1.0
5455,0.0
5460,2.0
5465,1.0
5470,1.0
5475,4.0
5480,1.0
5485,4.0
5490,0.0
5495,1.0
5500,2.0
5505,1.0
5510,1.0
5515,0.0
5520,2.0
5525,0.0
5530,4.0
5535,1.0
5540,1.0
5545,1.0
5550,1.0
5555,1.0
5560,2.0
5565,2.0
5570,2.0
5575,1.0
5580,2.0
5585,2.0
5590,0.0
5595,1.0
5600,1.0
5605,1.0
5610,0.0
5615,1.0
5620,1.0
5625,2.0
5630,1.0
5635,0.0
5640,1.0
5645,0.0
5650,1.0
5655,0.0
5660,1.0
5665,1.0
5670,1.0
5675,1.0
5680,0.0
5685,1.0
5690,3.0
5695,2.0
5700,1.0
5705,1.0
5710,1.0
5715,0.0
5720,0.0
5725,0.0
5730,0.0
5735,1.0
5740,1.0
5745,0.0
5750,1.0
5755,2.0
5760,3.0
5765,1.0
5770,2.0
5775,1.0
5780,0.0
5785,3.0
5790,2.0
5795,4.0
5800,4.0
5805,1.0
5810,0.0
5815,2.0
5820,0.0
5825,2.0
5830,0.0
5835,0.0
5840,1.0
5845,0.0
5850,1.0
5855,1.0
5860,2.0
5865,1.0
5870,1.0
5875,1.0
5880,2.0
5885,0.0
5890,0.0
5895,2.0
5900,3.0
5905,2.0
5910,0.0
5915,2.0
5920,1.0
5925,1.0
5930,2.0
5935,1.0
5940,0.0
5945,1.0
5950,1.0
5955,2.0
5960,1.0
5965,1.0
5970,1.0
5975,2.0
5980,4.0
5985,2.0
5990,2.0
5995,0.0
6000,0.0
6005,2.0
6010,1.0
6015,2.0
6020,0.0
6025,0.0
6030,2.0
6035,0.0
6040,1.0
6045,2.0
6050,1.0
6055,2.0
6060,2.0
6065,2.0
6070,2.0
6075,2.0
6080,0.0
6085,1.0
6090,1.0
6095,1.0
6100,2.0
6105,1.0
6110,2.0
6115,0.0
6120,4.0
6125,2.0
6130,2.0
6135,1.0
6140,4.0
6145,1.0
6150,2.0
6155,2.0
6160,2.0
6165,1.0
6170,1.0
6175,2.0
6180,1.0
6185,1.0
6190,1.0
6195,0.0
6200,2.0
6205,3.0
6210,0.0
6215,2.0
6220,0.0
6225,1.0
6230,1.0
6235,1.0
6240,0.0
6245,2.0
6250,0.0
6255,2.0
6260,1.0
6265,2.0
6270,2.0
6275,2.0
6280,1.0
6285,2.0
6290,1.0
6295,0.0
6300,1.0
6305,2.0
6310,0.0
6315,1.0
6320,3.0
6325,0.0
6330,0.0
6335,1.0
6340,0.0
6345,2.0
6350,3.0
6355,2.0
6360,1.0
6365,2.0
6370,4.0
6375,2.0
6380,1.0
6385,3.0
6390,1.0
6395,1.0
6400,1.0
6405,2.0
6410,0.0
6415,0.0
6420,1.0
6425,1.0
6430,2.0
6435,0.0
6440,0.0
6445,3.0
6450,1.0
6455,2.0
6460,2.0
6465,1.0
6470,3.0
6475,3.0
6480,2.0
6485,1.0
6490,1.0
6495,3.0
6500,2.0
6505,1.0
6510,4.0
6515,2.0
6520,2.0
6525,1.0
6530,1.0
6535,1.0
6540,1.0
6545,2.0
6550,1.0
6555,3.0
6560,3.0
6565,3.0
6570,3.0
6575,1.0
6580,1.0
6585,0.0
6590,1.0
6595,1.0
6600,3.0
6605,2.0
6610,0.0
6615,0.0
6620,2.0
6625,1.0
6630,1.0
6635,2.0
6640,3.0
6645,3.0
6650,2.0
6655,0.0
6660,3.0
6665,0.0
6670,2.0
6675,1.0
6680,2.0
6685,2.0
6690,3.0
6695,0.0
6700,2.0
6705,2.0
6710,0.0
6715,4.0
6720,0.0
6725,2.0
6730,4.0
6735,1.0
6740,1.0
6745,1.0
6750,0.0
6755,1.0
6760,0.0
6765,2.0
6770,1.0
6775,3.0
6780,2.0
6785,2.0
6790,2.0
6795,1.0
6800,1.0
6805,2.0
6810,1.0
6815,2.0
6820,0.0
6825,1.0
6830,1.0
6835,0.0
6840,1.0
6845,3.0
6850,1.0
6855,2.0
6860,2.0
6865,3.0
6870,2.0
6875,3.0
6880,0.0
6885,3.0
6890,5.0
6895,2.0
6900,2.0
6905,2.0
6910,1.0
6915,0.0
6920,2.0
6925,1.0
6930,2.0
6935,0.0
6940,1.0
6945,2.0
6950,1.0
6955,2.0
6960,2.0
6965,1.0
6970,2.0
6975,2.0
6980,1.0
6985,1.0
6990,2.0
6995,1.0
7000,1.0
7005,2.0
7010,1.0
7015,2.0
7020,4.0
7025,0.0
7030,2.0
7035,0.0
7040,3.0
7045,1.0
7050,5.0
7055,2.0
7060,1.0
7065,4.0
7070,0.0
7075,1.0
7080,0.0
7085,2.0
7090,2.0
7095,1.0
7100,2.0
7105,1.0
7110,1.0
7115,0.0
7120,2.0
7125,1.0
7130,0.0
7135,1.0
7140,2.0
7145,1.0
7150,0.0
7155,2.0
7160,2.0
7165,0.0
7170,1.0
7175,0.0
7180,2.0
7185,1.0
7190,2.0
7195,4.0
7200,1.0
7205,5.0
7210,1.0
7215,3.0
7220,3.0
7225,1.0
7230,0.0
7235,2.0
7240,0.0
7245,1.0
7250,2.0
7255,2.0
7260,1.0
7265,2.0
7270,1.0
7275,0.0
7280,1.0
7285,2.0
7290,0.0
7295,2.0
7300,0.0
7305,2.0
7310,4.0
7315,0.0
7320,2.0
7325,1.0
7330,1.0
7335,0.0
7340,4.0
7345,1.0
7350,2.0
7355,1.0
7360,0.0
7365,3.0
7370,3.0
7375,0.0
7380,2.0
7385,2.0
7390,2.0
7395,0.0
7400,1.0
7405,1.0
7410,2.0
7415,1.0
7420,1.0
7425,2.0
7430,0.0
7435,2.0
7440,1.0
7445,1.0
7450,0.0
7455,0.0
7460,2.0
7465,0.0
7470,2.0
7475,3.0
7480,1.0
7485,3.0
7490,0.0
7495,1.0
7500,2.0
7505,2.0
7510,0.0
7515,1.0
7520,2.0
7525,2.0
7530,0.0
7535,3.0
7540,3.0
7545,0.0
7550,1.0
7555,1.0
7560,2.0
7565,4.0
7570,0.0
7575,2.0
7580,0.0
7585,0.0
7590,3.0
7595,3.0
7600,0.0
7605,1.0
7610,1.0
7615,5.0
7620,0.0
7625,2.0
7630,1.0
7635,2.0
7640,2.0
7645,0.0
7650,2.0
7655,0.0
7660,0.0
7665,1.0
7670,1.0
7675,1.0
7680,2.0
7685,1.0
7690,0.0
7695,1.0
7700,1.0
7705,0.0
7710,0.0
7715,2.0
7720,3.0
7725,2.0
7730,3.0
7735,1.0
7740,1.0
7745,3.0
7750,2.0
7755,2.0
7760,1.0
7765,2.0
7770,3.0
7775,3.0
7780,2.0
7785,1.0
7790,2.0
7795,1.0
7800,1.0
7805,3.0
7810,3.0
7815,2.0
7820,1.0
7825,2.0
7830,2.0
7835,3.0
7840,2.0
7845,2.0
7850,1.0
7855,2.0
7860,3.0
7865,2.0
7870,1.0
7875,0.0
7880,1.0
7885,0.0
7890,1.0
7895,1.0
7900,1.0
7905,0.0
7910,1.0
7915,1.0
7920,2.0
7925,2.0
7930,2.0
7935,1.0
7940,3.0
7945,3.0
7950,1.0
7955,3.0
7960,4.0
7965,2.0
7970,4.0
7975,1.0
7980,3.0
7985,1.0
7990,2.0
7995,3.0
8000,1.0
8005,0.0
8010,2.0
8015,2.0
8020,2.0
8025,1.0
8030,2.0
8035,1.0
8040,0.0
8045,2.0
8050,1.0
8055,4.0
8060,0.0
8065,0.0
8070,0.0
8075,1.0
8080,1.0
8085,1.0
8090,0.0
8095,2.0
8100,0.0
8105,2.0
8110,0.0
8115,1.0
8120,1.0
8125,0.0
8130,1.0
8135,1.0
8140,0.0
8145,0.0
8150,2.0
8155,2.0
8160,2.0
8165,1.0
8170,2.0
8175,1.0
8180,0.0
8185,0.0
8190,0.0
8195,1.0
8200,0.0
8205,1.0
8210,1.0
8215,3.0
8220,1.0
8225,3.0
8230,1.0
8235,3.0
8240,1.0
8245,1.0
8250,3.0
8255,1.0
8260,3.0
8265,2.0
8270,0.0
8275,0.0
8280,2.0
8285,2.0
8290,0.0
8295,0.0
8300,3.0
8305,0.0
8310,0.0
8315,3.0
8320,2.0
8325,1.0
8330,3.0
8335,2.0
8340,2.0
8345,2.0
8350,1.0
8355,2.0
8360,1.0
8365,3.0
8370,2.0
8375,3.0
8380,0.0
8385,3.0
8390,0.0
8395,1.0
8400,2.0
8405,4.0
8410,2.0
8415,3.0
8420,2.0
8425,0.0
8430,0.0
8435,1.0
8440,1.0
8445,1.0
8450,1.0
8455,2.0
8460,1.0
8465,2.0
8470,3.0
8475,5.0
8480,2.0
8485,4.0
8490,4.0
8495,3.0
8500,2.0
8505,2.0
8510,3.0
8515,0.0
8520,2.0
8525,2.0
8530,1.0
8535,2.0
8540,2.0
8545,3.0
8550,0.0
8555,2.0
8560,1.0
8565,3.0
8570,2.0
8575,0.0
8580,1.0
8585,2.0
8590,0.0
8595,3.0
